window_id,record_id,start_sample,end_sample,start_second,end_second,af_label,mixed_label
001_001150,001,6900000,6905999,34500.0,34530.0,AF,False
001_001155,001,6930000,6935999,34650.0,34680.0,AF,False
001_001157,001,6942000,6947999,34710.0,34740.0,AF,False
001_001164,001,6984000,6989999,34920.0,34950.0,AF,False
001_001169,001,7014000,7019999,35070.0,35100.0,AF,False
001_001180,001,7080000,7085999,35400.0,35430.0,AF,False
001_001181,001,7086000,7091999,35430.0,35460.0,AF,False
001_001224,001,7344000,7349999,36720.0,36750.0,AF,False
001_001226,001,7356000,7361999,36780.0,36810.0,AF,False
001_001232,001,7392000,7397999,36960.0,36990.0,AF,False
001_001234,001,7404000,7409999,37020.0,37050.0,AF,False
001_001241,001,7446000,7451999,37230.0,37260.0,AF,False
001_001249,001,7494000,7499999,37470.0,37500.0,AF,False
001_001253,001,7518000,7523999,37590.0,37620.0,AF,False
001_001260,001,7560000,7565999,37800.0,37830.0,AF,False
001_001265,001,7590000,7595999,37950.0,37980.0,AF,False
001_001270,001,7620000,7625999,38100.0,38130.0,AF,False
001_001271,001,7626000,7631999,38130.0,38160.0,AF,False
001_001297,001,7782000,7787999,38910.0,38940.0,AF,False
001_001309,001,7854000,7859999,39270.0,39300.0,AF,False
001_001329,001,7974000,7979999,39870.0,39900.0,AF,False
001_001360,001,8160000,8165999,40800.0,40830.0,AF,False
001_001361,001,8166000,8171999,40830.0,40860.0,AF,False
001_001369,001,8214000,8219999,41070.0,41100.0,AF,False
001_001372,001,8232000,8237999,41160.0,41190.0,AF,False
001_001377,001,8262000,8267999,41310.0,41340.0,AF,False
001_001382,001,8292000,8297999,41460.0,41490.0,AF,False
001_001429,001,8574000,8579999,42870.0,42900.0,AF,False
001_001447,001,8682000,8687999,43410.0,43440.0,AF,False
001_001455,001,8730000,8735999,43650.0,43680.0,AF,False
001_001505,001,9030000,9035999,45150.0,45180.0,AF,False
001_001509,001,9054000,9059999,45270.0,45300.0,AF,False
001_001510,001,9060000,9065999,45300.0,45330.0,AF,False
001_001526,001,9156000,9161999,45780.0,45810.0,AF,False
001_001533,001,9198000,9203999,45990.0,46020.0,AF,False
001_001538,001,9228000,9233999,46140.0,46170.0,AF,False
001_001541,001,9246000,9251999,46230.0,46260.0,AF,False
001_001564,001,9384000,9389999,46920.0,46950.0,AF,False
001_001652,001,9912000,9917999,49560.0,49590.0,Normal,False
001_001668,001,10008000,10013999,50040.0,50070.0,Normal,False
001_001690,001,10140000,10145999,50700.0,50730.0,Normal,False
001_001691,001,10146000,10151999,50730.0,50760.0,Normal,False
001_001697,001,10182000,10187999,50910.0,50940.0,Normal,False
001_001703,001,10218000,10223999,51090.0,51120.0,Normal,False
001_001719,001,10314000,10319999,51570.0,51600.0,Normal,False
001_001733,001,10398000,10403999,51990.0,52020.0,Normal,False
001_001760,001,10560000,10565999,52800.0,52830.0,Normal,False
001_001781,001,10686000,10691999,53430.0,53460.0,Normal,False
001_001793,001,10758000,10763999,53790.0,53820.0,Normal,False
001_001794,001,10764000,10769999,53820.0,53850.0,Normal,False
001_001799,001,10794000,10799999,53970.0,54000.0,Normal,False
001_001815,001,10890000,10895999,54450.0,54480.0,Normal,False
001_001816,001,10896000,10901999,54480.0,54510.0,Normal,False
001_001818,001,10908000,10913999,54540.0,54570.0,Normal,False
001_001823,001,10938000,10943999,54690.0,54720.0,Normal,False
001_001833,001,10998000,11003999,54990.0,55020.0,Normal,False
001_001834,001,11004000,11009999,55020.0,55050.0,Normal,False
001_001839,001,11034000,11039999,55170.0,55200.0,Normal,False
001_001848,001,11088000,11093999,55440.0,55470.0,Normal,False
001_001872,001,11232000,11237999,56160.0,56190.0,Normal,False
001_001878,001,11268000,11273999,56340.0,56370.0,Normal,False
001_001908,001,11448000,11453999,57240.0,57270.0,Normal,False
001_001910,001,11460000,11465999,57300.0,57330.0,Normal,False
001_001919,001,11514000,11519999,57570.0,57600.0,Normal,False
001_001936,001,11616000,11621999,58080.0,58110.0,Normal,False
001_001941,001,11646000,11651999,58230.0,58260.0,Normal,False
001_001964,001,11784000,11789999,58920.0,58950.0,Normal,False
001_001976,001,11856000,11861999,59280.0,59310.0,Normal,False
001_001983,001,11898000,11903999,59490.0,59520.0,Normal,False
001_001989,001,11934000,11939999,59670.0,59700.0,Normal,False
001_001993,001,11958000,11963999,59790.0,59820.0,Normal,False
001_002003,001,12018000,12023999,60090.0,60120.0,Normal,False
001_002005,001,12030000,12035999,60150.0,60180.0,Normal,False
001_002013,001,12078000,12083999,60390.0,60420.0,Normal,False
001_002014,001,12084000,12089999,60420.0,60450.0,Normal,False
001_002018,001,12108000,12113999,60540.0,60570.0,Normal,False
001_002050,001,12300000,12305999,61500.0,61530.0,Normal,False
001_002055,001,12330000,12335999,61650.0,61680.0,Normal,False
001_002062,001,12372000,12377999,61860.0,61890.0,Normal,False
001_002064,001,12384000,12389999,61920.0,61950.0,Normal,False
001_002075,001,12450000,12455999,62250.0,62280.0,Normal,False
001_002087,001,12522000,12527999,62610.0,62640.0,Normal,False
001_002115,001,12690000,12695999,63450.0,63480.0,Normal,False
001_002120,001,12720000,12725999,63600.0,63630.0,Normal,False
001_002128,001,12768000,12773999,63840.0,63870.0,Normal,False
001_002133,001,12798000,12803999,63990.0,64020.0,Normal,False
001_002144,001,12864000,12869999,64320.0,64350.0,Normal,False
001_002150,001,12900000,12905999,64500.0,64530.0,Normal,False
001_002158,001,12948000,12953999,64740.0,64770.0,Normal,False
001_002164,001,12984000,12989999,64920.0,64950.0,Normal,False
001_002167,001,13002000,13007999,65010.0,65040.0,Normal,False
001_002169,001,13014000,13019999,65070.0,65100.0,Normal,False
001_002177,001,13062000,13067999,65310.0,65340.0,Normal,False
001_002178,001,13068000,13073999,65340.0,65370.0,Normal,False
001_002185,001,13110000,13115999,65550.0,65580.0,Normal,False
001_002193,001,13158000,13163999,65790.0,65820.0,Normal,False
001_002201,001,13206000,13211999,66030.0,66060.0,Normal,False
001_002224,001,13344000,13349999,66720.0,66750.0,Normal,False
001_002237,001,13422000,13427999,67110.0,67140.0,Normal,False
001_002238,001,13428000,13433999,67140.0,67170.0,Normal,False
001_002241,001,13446000,13451999,67230.0,67260.0,Normal,False
001_002251,001,13506000,13511999,67530.0,67560.0,Normal,False
001_002255,001,13530000,13535999,67650.0,67680.0,Normal,False
001_002261,001,13566000,13571999,67830.0,67860.0,Normal,False
001_002266,001,13596000,13601999,67980.0,68010.0,Normal,False
001_002270,001,13620000,13625999,68100.0,68130.0,Normal,False
001_002338,001,14028000,14033999,70140.0,70170.0,Normal,False
001_002346,001,14076000,14081999,70380.0,70410.0,Normal,False
001_002352,001,14112000,14117999,70560.0,70590.0,Normal,False
001_002363,001,14178000,14183999,70890.0,70920.0,Normal,False
001_002372,001,14232000,14237999,71160.0,71190.0,Normal,False
001_002421,001,14526000,14531999,72630.0,72660.0,Normal,False
001_002427,001,14562000,14567999,72810.0,72840.0,Normal,False
001_002437,001,14622000,14627999,73110.0,73140.0,Normal,False
001_002462,001,14772000,14777999,73860.0,73890.0,Normal,False
001_002517,001,15102000,15107999,75510.0,75540.0,Normal,False
001_002536,001,15216000,15221999,76080.0,76110.0,Normal,False
001_002542,001,15252000,15257999,76260.0,76290.0,Normal,False
001_002566,001,15396000,15401999,76980.0,77010.0,Normal,False
001_002567,001,15402000,15407999,77010.0,77040.0,Normal,False
001_002589,001,15534000,15539999,77670.0,77700.0,Normal,False
001_002600,001,15600000,15605999,78000.0,78030.0,Normal,False
001_002643,001,15858000,15863999,79290.0,79320.0,Normal,False
001_002692,001,16152000,16157999,80760.0,80790.0,Normal,False
001_002730,001,16380000,16385999,81900.0,81930.0,Normal,False
001_002742,001,16452000,16457999,82260.0,82290.0,Normal,False
001_002744,001,16464000,16469999,82320.0,82350.0,Normal,False
001_002772,001,16632000,16637999,83160.0,83190.0,Normal,False
001_002774,001,16644000,16649999,83220.0,83250.0,Normal,False
001_002779,001,16674000,16679999,83370.0,83400.0,Normal,False
001_002799,001,16794000,16799999,83970.0,84000.0,Normal,False
001_002803,001,16818000,16823999,84090.0,84120.0,Normal,False
001_002828,001,16968000,16973999,84840.0,84870.0,Normal,False
001_002844,001,17064000,17069999,85320.0,85350.0,Normal,False
001_002853,001,17118000,17123999,85590.0,85620.0,Normal,False
001_002865,001,17190000,17195999,85950.0,85980.0,Normal,False
001_002868,001,17208000,17213999,86040.0,86070.0,Normal,False
002_000022,002,132000,137999,660.0,690.0,AF,False
002_000024,002,144000,149999,720.0,750.0,AF,False
002_000052,002,312000,317999,1560.0,1590.0,AF,False
002_000062,002,372000,377999,1860.0,1890.0,AF,False
002_000070,002,420000,425999,2100.0,2130.0,AF,False
002_000105,002,630000,635999,3150.0,3180.0,AF,False
002_000125,002,750000,755999,3750.0,3780.0,AF,False
002_000141,002,846000,851999,4230.0,4260.0,AF,False
002_000149,002,894000,899999,4470.0,4500.0,AF,False
002_000151,002,906000,911999,4530.0,4560.0,AF,False
002_000156,002,936000,941999,4680.0,4710.0,AF,False
002_000177,002,1062000,1067999,5310.0,5340.0,AF,False
002_000187,002,1122000,1127999,5610.0,5640.0,AF,False
002_000214,002,1284000,1289999,6420.0,6450.0,AF,False
002_000267,002,1602000,1607999,8010.0,8040.0,AF,False
002_000284,002,1704000,1709999,8520.0,8550.0,AF,False
002_000289,002,1734000,1739999,8670.0,8700.0,AF,False
002_000290,002,1740000,1745999,8700.0,8730.0,AF,False
002_000293,002,1758000,1763999,8790.0,8820.0,AF,False
002_000300,002,1800000,1805999,9000.0,9030.0,AF,False
002_000304,002,1824000,1829999,9120.0,9150.0,AF,False
002_000315,002,1890000,1895999,9450.0,9480.0,AF,False
002_000324,002,1944000,1949999,9720.0,9750.0,AF,False
002_000328,002,1968000,1973999,9840.0,9870.0,AF,False
002_000357,002,2142000,2147999,10710.0,10740.0,AF,False
002_000381,002,2286000,2291999,11430.0,11460.0,AF,False
002_000385,002,2310000,2315999,11550.0,11580.0,AF,False
002_000387,002,2322000,2327999,11610.0,11640.0,AF,False
002_000400,002,2400000,2405999,12000.0,12030.0,AF,False
002_000401,002,2406000,2411999,12030.0,12060.0,AF,False
002_000402,002,2412000,2417999,12060.0,12090.0,AF,False
002_000405,002,2430000,2435999,12150.0,12180.0,AF,False
002_000428,002,2568000,2573999,12840.0,12870.0,AF,False
002_000433,002,2598000,2603999,12990.0,13020.0,AF,False
002_000450,002,2700000,2705999,13500.0,13530.0,AF,False
002_000462,002,2772000,2777999,13860.0,13890.0,AF,False
002_000475,002,2850000,2855999,14250.0,14280.0,AF,False
002_000489,002,2934000,2939999,14670.0,14700.0,AF,False
002_000494,002,2964000,2969999,14820.0,14850.0,AF,False
002_000511,002,3066000,3071999,15330.0,15360.0,AF,False
002_000515,002,3090000,3095999,15450.0,15480.0,AF,False
002_000528,002,3168000,3173999,15840.0,15870.0,AF,False
002_000533,002,3198000,3203999,15990.0,16020.0,AF,False
002_000544,002,3264000,3269999,16320.0,16350.0,AF,False
002_000587,002,3522000,3527999,17610.0,17640.0,AF,False
002_000589,002,3534000,3539999,17670.0,17700.0,AF,False
002_000634,002,3804000,3809999,19020.0,19050.0,AF,False
002_000640,002,3840000,3845999,19200.0,19230.0,AF,False
002_000651,002,3906000,3911999,19530.0,19560.0,AF,False
002_000664,002,3984000,3989999,19920.0,19950.0,AF,False
002_000667,002,4002000,4007999,20010.0,20040.0,AF,False
002_000677,002,4062000,4067999,20310.0,20340.0,AF,False
002_000679,002,4074000,4079999,20370.0,20400.0,AF,False
002_000680,002,4080000,4085999,20400.0,20430.0,AF,False
002_000681,002,4086000,4091999,20430.0,20460.0,AF,False
002_000700,002,4200000,4205999,21000.0,21030.0,AF,False
002_000713,002,4278000,4283999,21390.0,21420.0,AF,False
002_000737,002,4422000,4427999,22110.0,22140.0,AF,False
002_000751,002,4506000,4511999,22530.0,22560.0,AF,False
002_000760,002,4560000,4565999,22800.0,22830.0,AF,False
002_000768,002,4608000,4613999,23040.0,23070.0,AF,False
002_000781,002,4686000,4691999,23430.0,23460.0,AF,False
002_000788,002,4728000,4733999,23640.0,23670.0,AF,False
002_000790,002,4740000,4745999,23700.0,23730.0,AF,False
002_000792,002,4752000,4757999,23760.0,23790.0,AF,False
002_000804,002,4824000,4829999,24120.0,24150.0,AF,False
002_000833,002,4998000,5003999,24990.0,25020.0,AF,False
002_000840,002,5040000,5045999,25200.0,25230.0,AF,False
002_000852,002,5112000,5117999,25560.0,25590.0,AF,False
002_000855,002,5130000,5135999,25650.0,25680.0,AF,False
002_000878,002,5268000,5273999,26340.0,26370.0,AF,False
002_000885,002,5310000,5315999,26550.0,26580.0,AF,False
002_000906,002,5436000,5441999,27180.0,27210.0,AF,False
002_000907,002,5442000,5447999,27210.0,27240.0,AF,False
002_000916,002,5496000,5501999,27480.0,27510.0,AF,False
002_000937,002,5622000,5627999,28110.0,28140.0,AF,False
002_000944,002,5664000,5669999,28320.0,28350.0,AF,False
002_000965,002,5790000,5795999,28950.0,28980.0,AF,False
002_000983,002,5898000,5903999,29490.0,29520.0,AF,False
002_001019,002,6114000,6119999,30570.0,30600.0,AF,False
002_001046,002,6276000,6281999,31380.0,31410.0,AF,False
002_001048,002,6288000,6293999,31440.0,31470.0,AF,False
002_001085,002,6510000,6515999,32550.0,32580.0,AF,False
002_001092,002,6552000,6557999,32760.0,32790.0,AF,False
002_001093,002,6558000,6563999,32790.0,32820.0,AF,False
002_001121,002,6726000,6731999,33630.0,33660.0,AF,False
002_001126,002,6756000,6761999,33780.0,33810.0,AF,False
002_001134,002,6804000,6809999,34020.0,34050.0,AF,False
002_001159,002,6954000,6959999,34770.0,34800.0,AF,False
002_001163,002,6978000,6983999,34890.0,34920.0,AF,False
002_001164,002,6984000,6989999,34920.0,34950.0,AF,False
002_001186,002,7116000,7121999,35580.0,35610.0,AF,False
002_001188,002,7128000,7133999,35640.0,35670.0,AF,False
002_001232,002,7392000,7397999,36960.0,36990.0,AF,False
002_001237,002,7422000,7427999,37110.0,37140.0,AF,False
002_001238,002,7428000,7433999,37140.0,37170.0,AF,False
002_001252,002,7512000,7517999,37560.0,37590.0,AF,False
002_001256,002,7536000,7541999,37680.0,37710.0,AF,False
002_001259,002,7554000,7559999,37770.0,37800.0,AF,False
002_001301,002,7806000,7811999,39030.0,39060.0,AF,False
002_001302,002,7812000,7817999,39060.0,39090.0,AF,False
002_001310,002,7860000,7865999,39300.0,39330.0,AF,False
002_001320,002,7920000,7925999,39600.0,39630.0,AF,False
002_001333,002,7998000,8003999,39990.0,40020.0,AF,False
002_001354,002,8124000,8129999,40620.0,40650.0,AF,False
002_001359,002,8154000,8159999,40770.0,40800.0,AF,False
002_001372,002,8232000,8237999,41160.0,41190.0,AF,False
002_001378,002,8268000,8273999,41340.0,41370.0,AF,False
002_001390,002,8340000,8345999,41700.0,41730.0,AF,False
002_001400,002,8400000,8405999,42000.0,42030.0,AF,False
002_001405,002,8430000,8435999,42150.0,42180.0,Normal,False
002_001428,002,8568000,8573999,42840.0,42870.0,Normal,False
002_001437,002,8622000,8627999,43110.0,43140.0,Normal,False
002_001439,002,8634000,8639999,43170.0,43200.0,Normal,False
002_001447,002,8682000,8687999,43410.0,43440.0,Normal,False
002_001453,002,8718000,8723999,43590.0,43620.0,Normal,False
002_001454,002,8724000,8729999,43620.0,43650.0,Normal,False
002_001465,002,8790000,8795999,43950.0,43980.0,Normal,False
002_001485,002,8910000,8915999,44550.0,44580.0,Normal,False
002_001490,002,8940000,8945999,44700.0,44730.0,Normal,False
002_001491,002,8946000,8951999,44730.0,44760.0,Normal,False
002_001514,002,9084000,9089999,45420.0,45450.0,Normal,False
002_001531,002,9186000,9191999,45930.0,45960.0,Normal,False
002_001535,002,9210000,9215999,46050.0,46080.0,Normal,False
002_001589,002,9534000,9539999,47670.0,47700.0,Normal,False
002_001592,002,9552000,9557999,47760.0,47790.0,Normal,False
002_001595,002,9570000,9575999,47850.0,47880.0,Normal,False
002_001600,002,9600000,9605999,48000.0,48030.0,Normal,False
002_001627,002,9762000,9767999,48810.0,48840.0,Normal,False
002_001630,002,9780000,9785999,48900.0,48930.0,Normal,False
002_001634,002,9804000,9809999,49020.0,49050.0,Normal,False
002_001635,002,9810000,9815999,49050.0,49080.0,Normal,False
002_001640,002,9840000,9845999,49200.0,49230.0,Normal,False
002_001645,002,9870000,9875999,49350.0,49380.0,Normal,False
002_001695,002,10170000,10175999,50850.0,50880.0,Normal,False
002_001707,002,10242000,10247999,51210.0,51240.0,Normal,False
002_001717,002,10302000,10307999,51510.0,51540.0,Normal,False
002_001722,002,10332000,10337999,51660.0,51690.0,Normal,False
002_001736,002,10416000,10421999,52080.0,52110.0,Normal,False
002_001764,002,10584000,10589999,52920.0,52950.0,Normal,False
002_001767,002,10602000,10607999,53010.0,53040.0,Normal,False
002_001771,002,10626000,10631999,53130.0,53160.0,Normal,False
002_001788,002,10728000,10733999,53640.0,53670.0,Normal,False
002_001789,002,10734000,10739999,53670.0,53700.0,Normal,False
002_001809,002,10854000,10859999,54270.0,54300.0,Normal,False
002_001811,002,10866000,10871999,54330.0,54360.0,Normal,False
002_001819,002,10914000,10919999,54570.0,54600.0,Normal,False
002_001871,002,11226000,11231999,56130.0,56160.0,Normal,False
002_001882,002,11292000,11297999,56460.0,56490.0,Normal,False
002_001916,002,11496000,11501999,57480.0,57510.0,Normal,False
002_001931,002,11586000,11591999,57930.0,57960.0,Normal,False
002_001935,002,11610000,11615999,58050.0,58080.0,Normal,False
002_001941,002,11646000,11651999,58230.0,58260.0,Normal,False
002_001953,002,11718000,11723999,58590.0,58620.0,Normal,False
002_001955,002,11730000,11735999,58650.0,58680.0,Normal,False
002_001982,002,11892000,11897999,59460.0,59490.0,Normal,False
002_002001,002,12006000,12011999,60030.0,60060.0,Normal,False
002_002004,002,12024000,12029999,60120.0,60150.0,Normal,False
002_002033,002,12198000,12203999,60990.0,61020.0,Normal,False
002_002039,002,12234000,12239999,61170.0,61200.0,Normal,False
002_002067,002,12402000,12407999,62010.0,62040.0,Normal,False
002_002081,002,12486000,12491999,62430.0,62460.0,Normal,False
002_002096,002,12576000,12581999,62880.0,62910.0,Normal,False
002_002110,002,12660000,12665999,63300.0,63330.0,Normal,False
002_002113,002,12678000,12683999,63390.0,63420.0,Normal,False
002_002148,002,12888000,12893999,64440.0,64470.0,Normal,False
002_002159,002,12954000,12959999,64770.0,64800.0,Normal,False
002_002191,002,13146000,13151999,65730.0,65760.0,Normal,False
002_002192,002,13152000,13157999,65760.0,65790.0,Normal,False
002_002197,002,13182000,13187999,65910.0,65940.0,Normal,False
002_002199,002,13194000,13199999,65970.0,66000.0,Normal,False
002_002201,002,13206000,13211999,66030.0,66060.0,Normal,False
002_002215,002,13290000,13295999,66450.0,66480.0,Normal,False
002_002219,002,13314000,13319999,66570.0,66600.0,Normal,False
002_002226,002,13356000,13361999,66780.0,66810.0,Normal,False
002_002234,002,13404000,13409999,67020.0,67050.0,Normal,False
002_002244,002,13464000,13469999,67320.0,67350.0,Normal,False
002_002245,002,13470000,13475999,67350.0,67380.0,Normal,False
002_002252,002,13512000,13517999,67560.0,67590.0,Normal,False
002_002256,002,13536000,13541999,67680.0,67710.0,Normal,False
002_002260,002,13560000,13565999,67800.0,67830.0,Normal,False
002_002277,002,13662000,13667999,68310.0,68340.0,Normal,False
002_002290,002,13740000,13745999,68700.0,68730.0,Normal,False
002_002291,002,13746000,13751999,68730.0,68760.0,Normal,False
002_002305,002,13830000,13835999,69150.0,69180.0,Normal,False
002_002327,002,13962000,13967999,69810.0,69840.0,Normal,False
002_002328,002,13968000,13973999,69840.0,69870.0,Normal,False
002_002344,002,14064000,14069999,70320.0,70350.0,Normal,False
002_002346,002,14076000,14081999,70380.0,70410.0,Normal,False
002_002353,002,14118000,14123999,70590.0,70620.0,Normal,False
002_002355,002,14130000,14135999,70650.0,70680.0,Normal,False
002_002359,002,14154000,14159999,70770.0,70800.0,Normal,False
002_002363,002,14178000,14183999,70890.0,70920.0,Normal,False
002_002405,002,14430000,14435999,72150.0,72180.0,Normal,False
002_002419,002,14514000,14519999,72570.0,72600.0,Normal,False
002_002423,002,14538000,14543999,72690.0,72720.0,Normal,False
002_002428,002,14568000,14573999,72840.0,72870.0,Normal,False
002_002438,002,14628000,14633999,73140.0,73170.0,Normal,False
002_002462,002,14772000,14777999,73860.0,73890.0,Normal,False
002_002468,002,14808000,14813999,74040.0,74070.0,Normal,False
002_002478,002,14868000,14873999,74340.0,74370.0,Normal,False
002_002493,002,14958000,14963999,74790.0,74820.0,Normal,False
002_002501,002,15006000,15011999,75030.0,75060.0,Normal,False
002_002507,002,15042000,15047999,75210.0,75240.0,Normal,False
002_002510,002,15060000,15065999,75300.0,75330.0,Normal,False
002_002521,002,15126000,15131999,75630.0,75660.0,Normal,False
002_002524,002,15144000,15149999,75720.0,75750.0,Normal,False
002_002528,002,15168000,15173999,75840.0,75870.0,Normal,False
002_002530,002,15180000,15185999,75900.0,75930.0,Normal,False
002_002540,002,15240000,15245999,76200.0,76230.0,Normal,False
002_002555,002,15330000,15335999,76650.0,76680.0,Normal,False
002_002581,002,15486000,15491999,77430.0,77460.0,Normal,False
002_002586,002,15516000,15521999,77580.0,77610.0,Normal,False
002_002611,002,15666000,15671999,78330.0,78360.0,Normal,False
002_002614,002,15684000,15689999,78420.0,78450.0,Normal,False
002_002639,002,15834000,15839999,79170.0,79200.0,Normal,False
002_002646,002,15876000,15881999,79380.0,79410.0,Normal,False
002_002704,002,16224000,16229999,81120.0,81150.0,Normal,False
002_002706,002,16236000,16241999,81180.0,81210.0,Normal,False
002_002722,002,16332000,16337999,81660.0,81690.0,Normal,False
002_002726,002,16356000,16361999,81780.0,81810.0,Normal,False
002_002746,002,16476000,16481999,82380.0,82410.0,Normal,False
002_002754,002,16524000,16529999,82620.0,82650.0,Normal,False
002_002766,002,16596000,16601999,82980.0,83010.0,Normal,False
002_002795,002,16770000,16775999,83850.0,83880.0,Normal,False
002_002839,002,17034000,17039999,85170.0,85200.0,Normal,False
002_002851,002,17106000,17111999,85530.0,85560.0,Normal,False
002_002858,002,17148000,17153999,85740.0,85770.0,Normal,False
002_002864,002,17184000,17189999,85920.0,85950.0,Normal,False
005_000013,005,78000,83999,390.0,420.0,Normal,False
005_000038,005,228000,233999,1140.0,1170.0,Normal,False
005_000048,005,288000,293999,1440.0,1470.0,Normal,False
005_000049,005,294000,299999,1470.0,1500.0,Normal,False
005_000150,005,900000,905999,4500.0,4530.0,AF,False
005_000164,005,984000,989999,4920.0,4950.0,AF,False
005_000167,005,1002000,1007999,5010.0,5040.0,AF,False
005_000169,005,1014000,1019999,5070.0,5100.0,AF,False
